sale_id,sale_datetime,model_id,shoe_size,quantity_sold,total_sale_amount,discount_amount,store_name,payment_method,receipt_number,cashier_id,return_flag
574,2026-03-09 14:37:33,352,40.5,1,5661.00,629.00,nord,card,NOR-20260309-00667,NOR_07,f
575,2026-03-09 14:38:08,346,40.0,1,6390.00,0.00,atmosphera,card,ATM-20260309-01623,ATM_04,t
576,2026-03-09 14:52:20,108,38.0,1,4450.00,0.00,nord,card,NOR-20260309-00677,NOR_07,f
577,2026-03-09 14:55:02,22,41.0,1,4990.00,0.00,city_mall,sbp,CIT-20260309-01156,CIT_06,f
578,2026-03-09 14:56:36,184,43.0,1,5900.00,0.00,nord,card,NOR-20260309-00681,NOR_02,f
579,2026-03-09 15:02:48,195,39.0,1,9100.00,0.00,academ,sbp,ACA-20260309-00146,ACA_07,f
580,2026-03-09 15:08:40,3,38.0,1,6667.50,2222.50,academ,card,ACA-20260309-00129,ACA_02,t
581,2026-03-09 15:17:33,93,38.0,1,3032.00,758.00,nord,card,NOR-20260309-00666,NOR_07,f
582,2026-03-09 15:28:44,127,35.0,1,10790.00,0.00,academ,card,ACA-20260309-00138,ACA_02,f
583,2026-03-09 15:37:48,107,37.5,1,9090.00,0.00,atmosphera,card,ATM-20260309-01625,ATM_04,f
584,2026-03-09 15:53:38,102,38.0,1,5190.00,0.00,nord,sbp,NOR-20260309-00664,NOR_07,f
585,2026-03-09 15:56:27,90,40.0,1,3840.00,960.00,academ,card,ACA-20260309-00144,ACA_02,f
586,2026-03-09 16:03:16,71,38.0,1,3142.50,1047.50,academ,card,ACA-20260309-00131,ACA_02,f
587,2026-03-09 16:03:42,447,42.0,2,17100.00,0.00,city_mall,card,CIT-20260309-01151,CIT_06,f
588,2026-03-09 16:06:07,368,42.0,1,15290.00,0.00,atmosphera,card,ATM-20260309-01620,ATM_02,f
589,2026-03-09 16:06:35,191,38.0,1,4050.00,0.00,radeo_drive,card,RAD-20260309-02024,RAD_04,f
590,2026-03-09 16:10:29,63,39.0,1,7090.00,0.00,city_mall,card,CIT-20260309-01160,CIT_06,f
591,2026-03-09 16:12:12,318,42.0,1,11490.00,0.00,radeo_drive,sbp,RAD-20260309-02026,RAD_04,f
592,2026-03-09 16:14:16,22,44.0,1,4990.00,0.00,atmosphera,cash,ATM-20260309-01618,ATM_04,f
593,2026-03-09 16:14:35,184,43.0,1,5900.00,0.00,radeo_drive,card,RAD-20260309-02023,RAD_04,f
594,2026-03-09 16:18:30,166,37.0,1,12750.00,0.00,academ,card,ACA-20260309-00130,ACA_02,f
595,2026-03-09 16:19:55,93,38.0,1,3790.00,0.00,academ,card,ACA-20260309-00135,ACA_02,f
596,2026-03-09 16:23:01,52,37.0,1,11250.00,0.00,nord,sbp,NOR-20260309-00674,NOR_07,f
597,2026-03-09 16:23:51,270,40.0,2,9900.00,0.00,atmosphera,card,ATM-20260309-01617,ATM_03,f
598,2026-03-09 16:28:13,394,39.0,1,7100.00,0.00,nord,card,NOR-20260309-00678,NOR_07,f
599,2026-03-09 16:39:21,464,39.0,1,17790.00,0.00,atmosphera,card,ATM-20260309-01616,ATM_03,f
600,2026-03-09 16:47:06,370,42.0,1,18850.00,0.00,academ,card,ACA-20260309-00136,ACA_07,f
601,2026-03-09 16:53:22,342,40.0,2,12800.00,0.00,city_mall,card,CIT-20260309-01159,CIT_02,f
602,2026-03-09 17:17:17,346,40.5,1,4473.00,1917.00,city_mall,card,CIT-20260309-01153,CIT_06,f
603,2026-03-09 17:18:55,165,43.0,1,16590.00,0.00,nord,cash,NOR-20260309-00669,NOR_04,f
604,2026-03-09 17:24:15,444,44.0,1,5780.00,1020.00,city_mall,sbp,CIT-20260309-01158,CIT_06,f
605,2026-03-09 17:43:53,122,39.0,1,10800.00,0.00,academ,card,ACA-20260309-00145,ACA_07,f
606,2026-03-09 17:47:52,397,41.0,1,11550.00,0.00,academ,card,ACA-20260309-00142,ACA_02,f
607,2026-03-09 18:10:59,341,42.0,1,5865.00,1035.00,atmosphera,card,ATM-20260309-01614,ATM_03,f
608,2026-03-09 18:17:25,6,36.0,1,5190.00,0.00,nord,card,NOR-20260309-00671,NOR_02,f
609,2026-03-09 18:37:47,32,44.0,1,6990.00,0.00,city_mall,card,CIT-20260309-01154,CIT_02,f
610,2026-03-09 18:43:27,432,39.0,1,14450.00,0.00,nord,card,NOR-20260309-00663,NOR_02,f
611,2026-03-09 18:52:49,246,41.0,1,9250.00,0.00,atmosphera,cash,ATM-20260309-01622,ATM_04,f
612,2026-03-09 19:11:37,365,42.0,1,5000.00,0.00,academ,sbp,ACA-20260309-00147,ACA_02,f
613,2026-03-09 19:16:24,270,38.0,1,4950.00,0.00,nord,card,NOR-20260309-00670,NOR_04,f
614,2026-03-09 21:25:02,221,37.0,1,5050.00,0.00,nord,card,NOR-20260309-00672,NOR_07,f
615,2026-03-09 21:42:04,183,39.0,1,6690.00,0.00,radeo_drive,sbp,RAD-20260309-02025,RAD_04,f
616,2026-03-10 10:22:14,34,40.0,3,17145.00,1905.00,city_mall,cash,CIT-20260310-01169,CIT_03,f
617,2026-03-10 11:07:41,123,38.0,1,7550.00,0.00,academ,card,ACA-20260310-00158,ACA_03,f
618,2026-03-10 11:13:17,183,38.0,1,6690.00,0.00,academ,cash,ACA-20260310-00154,ACA_02,f
619,2026-03-10 11:30:37,447,39.0,1,7267.50,1282.50,nord,card,NOR-20260310-00685,NOR_07,f
620,2026-03-10 12:00:42,100,40.0,1,4472.00,1118.00,academ,card,ACA-20260310-00152,ACA_02,f
621,2026-03-10 12:04:17,46,41.0,2,10000.00,0.00,academ,card,ACA-20260310-00162,ACA_07,f
622,2026-03-10 12:10:21,304,40.0,1,11750.00,0.00,academ,sbp,ACA-20260310-00149,ACA_07,f
623,2026-03-10 12:32:45,160,36.0,1,5450.00,0.00,academ,cash,ACA-20260310-00159,ACA_07,f
624,2026-03-10 12:46:52,67,40.0,1,9250.00,0.00,atmosphera,card,ATM-20260310-01628,ATM_01,f
625,2026-03-10 12:54:27,371,42.0,1,14290.00,0.00,city_mall,card,CIT-20260310-01164,CIT_03,f
626,2026-03-10 12:59:04,265,40.0,1,6660.00,740.00,city_mall,card,CIT-20260310-01173,CIT_03,f
627,2026-03-10 13:00:26,77,42.0,1,8890.00,0.00,city_mall,card,CIT-20260310-01168,CIT_02,f
628,2026-03-10 13:39:48,288,40.0,1,11450.00,0.00,academ,card,ACA-20260310-00153,ACA_07,f
629,2026-03-10 13:43:13,189,42.0,1,12390.00,0.00,nord,card,NOR-20260310-00688,NOR_06,f
630,2026-03-10 13:51:00,351,43.0,2,21200.00,0.00,nord,sbp,NOR-20260310-00690,NOR_04,f
631,2026-03-10 14:09:33,343,42.5,1,7700.00,0.00,city_mall,card,CIT-20260310-01162,CIT_03,f
632,2026-03-10 14:15:45,171,38.0,1,7290.00,0.00,academ,card,ACA-20260310-00156,ACA_03,t
633,2026-03-10 14:17:49,359,41.0,2,16000.00,0.00,city_mall,card,CIT-20260310-01175,CIT_02,f
634,2026-03-10 14:25:52,252,35.5,1,4650.00,1550.00,academ,card,ACA-20260310-00150,ACA_02,f
635,2026-03-10 14:31:07,42,38.0,1,12350.00,0.00,academ,card,ACA-20260310-00155,ACA_03,f
636,2026-03-10 14:58:38,382,41.0,1,16100.00,0.00,academ,card,ACA-20260310-00161,ACA_02,f
637,2026-03-10 15:01:15,344,37.0,1,4050.00,0.00,nord,card,NOR-20260310-00684,NOR_06,f
638,2026-03-10 15:14:26,185,39.0,2,8100.00,0.00,atmosphera,cash,ATM-20260310-01632,ATM_01,f
639,2026-03-10 15:16:13,255,39.0,1,4400.00,0.00,nord,cash,NOR-20260310-00692,NOR_06,f
640,2026-03-10 15:30:15,237,37.0,1,15790.00,0.00,academ,cash,ACA-20260310-00160,ACA_07,f
641,2026-03-10 15:43:20,459,39.5,1,5900.00,0.00,city_mall,card,CIT-20260310-01163,CIT_02,f
642,2026-03-10 16:03:15,445,39.0,1,7390.00,0.00,nord,card,NOR-20260310-00682,NOR_04,f
643,2026-03-10 16:07:49,275,39.0,1,10790.00,0.00,academ,cash,ACA-20260310-00151,ACA_07,f
644,2026-03-10 16:08:19,410,43.0,2,11180.00,0.00,atmosphera,sbp,ATM-20260310-01631,ATM_06,f
645,2026-03-10 16:54:12,344,40.0,2,8100.00,0.00,atmosphera,card,ATM-20260310-01629,ATM_01,f
646,2026-03-10 17:08:09,369,41.0,1,8350.00,0.00,atmosphera,card,ATM-20260310-01634,ATM_01,f
647,2026-03-10 17:17:23,194,44.0,1,10890.00,0.00,nord,card,NOR-20260310-00683,NOR_06,f
648,2026-03-10 17:28:54,153,43.0,1,10250.00,0.00,atmosphera,sbp,ATM-20260310-01630,ATM_06,f
649,2026-03-10 17:45:41,438,39.0,1,8100.00,0.00,nord,cash,NOR-20260310-00691,NOR_06,f
650,2026-03-10 17:47:53,398,41.5,1,8550.00,950.00,nord,card,NOR-20260310-00686,NOR_07,f
651,2026-03-10 17:54:36,170,39.0,1,11750.00,0.00,nord,card,NOR-20260310-00687,NOR_04,f
652,2026-03-10 17:54:36,337,39.0,1,17550.00,0.00,radeo_drive,card,RAD-20260310-02029,RAD_02,f
653,2026-03-10 18:06:16,43,40.0,1,7690.00,0.00,city_mall,cash,CIT-20260310-01165,CIT_03,f
654,2026-03-10 18:11:20,242,39.0,1,12400.00,0.00,city_mall,sbp,CIT-20260310-01167,CIT_02,f
655,2026-03-10 18:13:30,179,37.0,1,7190.00,0.00,atmosphera,cash,ATM-20260310-01627,ATM_06,f
656,2026-03-10 18:15:46,326,44.0,1,12150.00,0.00,city_mall,cash,CIT-20260310-01166,CIT_02,f
657,2026-03-10 18:26:05,319,39.0,2,13400.00,0.00,academ,card,ACA-20260310-00157,ACA_03,f
658,2026-03-10 18:34:19,452,42.0,1,5550.00,0.00,atmosphera,card,ATM-20260310-01633,ATM_01,t
659,2026-03-10 18:35:49,275,36.0,1,10790.00,0.00,radeo_drive,cash,RAD-20260310-02033,RAD_03,f
660,2026-03-10 18:37:24,404,42.0,1,11151.00,1239.00,radeo_drive,card,RAD-20260310-02028,RAD_02,f
661,2026-03-10 18:42:31,316,41.0,1,7890.00,0.00,academ,card,ACA-20260310-00164,ACA_03,f
662,2026-03-10 18:53:25,35,37.0,1,11900.00,0.00,radeo_drive,cash,RAD-20260310-02030,RAD_02,f
663,2026-03-10 18:57:42,277,39.0,1,9270.00,1030.00,city_mall,card,CIT-20260310-01174,CIT_03,f
664,2026-03-10 19:03:38,263,35.0,2,11300.00,0.00,city_mall,card,CIT-20260310-01170,CIT_02,f
665,2026-03-10 19:07:05,117,38.0,1,6700.00,0.00,city_mall,card,CIT-20260310-01171,CIT_02,f
666,2026-03-10 19:09:55,336,41.0,1,14107.50,742.50,atmosphera,sbp,ATM-20260310-01626,ATM_01,f
667,2026-03-10 19:17:52,91,39.0,1,4790.00,0.00,academ,cash,ACA-20260310-00163,ACA_03,f
668,2026-03-10 19:19:17,63,40.0,1,7090.00,0.00,radeo_drive,card,RAD-20260310-02032,RAD_03,f
669,2026-03-10 19:49:43,199,40.0,1,11105.50,584.50,nord,card,NOR-20260310-00689,NOR_04,f
670,2026-03-10 20:48:34,106,35.0,3,12870.00,0.00,academ,cash,ACA-20260310-00165,ACA_07,f
671,2026-03-10 20:48:59,94,38.0,1,7650.00,0.00,city_mall,card,CIT-20260310-01161,CIT_02,f
672,2026-03-10 20:51:11,92,39.0,1,5751.00,639.00,city_mall,card,CIT-20260310-01172,CIT_02,f
673,2026-03-10 21:41:01,259,37.0,1,8490.00,0.00,radeo_drive,sbp,RAD-20260310-02031,RAD_02,f
674,2026-03-11 10:08:34,380,42.0,1,5895.00,655.00,atmosphera,card,ATM-20260311-01642,ATM_05,f
675,2026-03-11 10:15:57,125,39.0,3,39000.00,0.00,nord,card,NOR-20260311-00698,NOR_06,f
676,2026-03-11 10:16:21,13,42.0,1,7790.00,0.00,academ,card,ACA-20260311-00172,ACA_03,f
677,2026-03-11 10:21:46,187,39.0,1,12000.00,0.00,nord,card,NOR-20260311-00702,NOR_07,f
678,2026-03-11 10:42:30,389,43.0,2,10200.00,0.00,atmosphera,cash,ATM-20260311-01644,ATM_03,f
679,2026-03-11 10:58:42,81,42.0,1,13000.00,0.00,nord,sbp,NOR-20260311-00703,NOR_04,f
680,2026-03-11 11:52:49,363,40.0,1,6250.00,0.00,city_mall,cash,CIT-20260311-01185,CIT_02,f
681,2026-03-11 12:23:27,453,42.0,1,7300.00,0.00,academ,sbp,ACA-20260311-00178,ACA_07,f
682,2026-03-11 12:36:28,258,40.0,1,9775.50,514.50,atmosphera,card,ATM-20260311-01637,ATM_06,f
683,2026-03-11 12:51:23,2,41.0,1,5390.00,0.00,radeo_drive,card,RAD-20260311-02038,RAD_01,f
684,2026-03-11 13:04:04,178,37.5,1,4543.00,1947.00,radeo_drive,card,RAD-20260311-02046,RAD_01,f
685,2026-03-11 13:32:37,21,36.0,1,4690.00,0.00,academ,card,ACA-20260311-00169,ACA_03,f
686,2026-03-11 13:58:07,255,39.0,2,7040.00,1760.00,radeo_drive,card,RAD-20260311-02035,RAD_01,f
687,2026-03-11 13:58:38,293,41.0,1,9350.00,0.00,atmosphera,card,ATM-20260311-01635,ATM_06,f
688,2026-03-11 14:16:56,203,42.5,1,7390.00,0.00,radeo_drive,card,RAD-20260311-02039,RAD_01,f
689,2026-03-11 14:20:55,17,37.0,1,16890.00,0.00,atmosphera,card,ATM-20260311-01641,ATM_05,f
690,2026-03-11 14:25:36,127,40.0,1,10790.00,0.00,city_mall,card,CIT-20260311-01182,CIT_04,f
691,2026-03-11 14:42:24,377,41.0,1,9760.00,2440.00,city_mall,cash,CIT-20260311-01181,CIT_02,f
692,2026-03-11 14:42:33,85,39.0,1,4100.00,0.00,atmosphera,cash,ATM-20260311-01640,ATM_03,t
693,2026-03-11 14:43:57,6,35.0,1,5190.00,0.00,nord,card,NOR-20260311-00706,NOR_04,f
694,2026-03-11 14:53:53,181,40.0,2,9200.00,0.00,nord,card,NOR-20260311-00694,NOR_04,f
695,2026-03-11 14:55:06,170,37.0,1,11162.50,587.50,academ,card,ACA-20260311-00176,ACA_03,f
696,2026-03-11 15:01:02,471,43.0,1,18900.00,0.00,academ,card,ACA-20260311-00177,ACA_03,f
697,2026-03-11 15:05:22,175,36.0,1,6650.00,0.00,radeo_drive,card,RAD-20260311-02045,RAD_01,f
698,2026-03-11 15:08:47,22,36.0,1,4990.00,0.00,nord,card,NOR-20260311-00705,NOR_04,f
699,2026-03-11 15:12:04,304,41.0,1,9400.00,2350.00,atmosphera,cash,ATM-20260311-01639,ATM_05,f
700,2026-03-11 15:13:25,350,42.0,1,4590.00,510.00,atmosphera,card,ATM-20260311-01636,ATM_03,f
701,2026-03-11 15:17:20,100,40.0,1,4192.50,1397.50,radeo_drive,cash,RAD-20260311-02044,RAD_01,f
702,2026-03-11 15:18:14,367,43.0,1,9547.50,502.50,academ,card,ACA-20260311-00175,ACA_07,f
703,2026-03-11 15:19:44,222,40.0,1,9590.00,0.00,radeo_drive,sbp,RAD-20260311-02034,RAD_01,f
704,2026-03-11 15:31:30,254,40.0,1,8590.00,0.00,city_mall,card,CIT-20260311-01183,CIT_02,f
705,2026-03-11 15:47:05,448,36.0,1,11490.00,0.00,atmosphera,card,ATM-20260311-01648,ATM_05,f
706,2026-03-11 15:52:16,272,41.0,1,8390.00,0.00,city_mall,card,CIT-20260311-01176,CIT_04,f
707,2026-03-11 16:01:41,107,40.0,1,9090.00,0.00,nord,card,NOR-20260311-00700,NOR_04,f
708,2026-03-11 16:01:57,319,37.0,1,6700.00,0.00,city_mall,card,CIT-20260311-01180,CIT_02,f
709,2026-03-11 16:04:34,59,43.0,1,4680.00,520.00,city_mall,cash,CIT-20260311-01184,CIT_04,f
710,2026-03-11 16:37:06,73,40.0,1,7890.00,0.00,nord,card,NOR-20260311-00693,NOR_06,f
711,2026-03-11 16:37:56,370,44.0,1,18850.00,0.00,radeo_drive,card,RAD-20260311-02042,RAD_01,f
712,2026-03-11 16:39:25,182,35.0,1,7790.00,410.00,city_mall,sbp,CIT-20260311-01177,CIT_04,f
713,2026-03-11 16:43:06,247,37.0,1,13765.50,724.50,nord,card,NOR-20260311-00695,NOR_04,f
714,2026-03-11 16:44:15,441,44.0,1,4590.00,0.00,academ,card,ACA-20260311-00166,ACA_03,f
715,2026-03-11 17:08:37,424,41.5,1,5211.00,579.00,radeo_drive,card,RAD-20260311-02041,RAD_01,f
716,2026-03-11 17:11:10,450,40.5,1,8190.00,0.00,academ,sbp,ACA-20260311-00179,ACA_07,f
717,2026-03-11 17:15:31,110,39.0,2,16500.00,0.00,academ,card,ACA-20260311-00180,ACA_07,f
718,2026-03-11 17:21:44,304,40.0,1,11162.50,587.50,radeo_drive,card,RAD-20260311-02040,RAD_01,f
719,2026-03-11 17:28:04,449,40.0,1,7875.00,2625.00,atmosphera,card,ATM-20260311-01646,ATM_05,f
720,2026-03-11 17:31:55,191,40.0,1,4050.00,0.00,academ,sbp,ACA-20260311-00174,ACA_07,f
721,2026-03-11 17:35:11,444,42.0,1,6800.00,0.00,atmosphera,sbp,ATM-20260311-01638,ATM_03,t
722,2026-03-11 17:55:41,378,44.0,1,10021.50,1768.50,academ,card,ACA-20260311-00171,ACA_07,f
723,2026-03-11 18:24:47,85,43.0,1,4100.00,0.00,nord,card,NOR-20260311-00701,NOR_06,f
724,2026-03-11 18:32:45,399,45.0,1,4241.50,748.50,atmosphera,card,ATM-20260311-01645,ATM_06,f
725,2026-03-11 18:33:33,134,40.0,1,4950.00,0.00,radeo_drive,card,RAD-20260311-02043,RAD_01,f
726,2026-03-11 18:33:58,335,39.0,1,11565.00,1285.00,academ,card,ACA-20260311-00170,ACA_03,f
727,2026-03-11 18:36:56,237,38.0,1,15790.00,0.00,atmosphera,sbp,ATM-20260311-01647,ATM_05,f
728,2026-03-11 18:52:41,226,39.0,1,7600.00,0.00,academ,cash,ACA-20260311-00168,ACA_07,f
729,2026-03-11 18:53:45,255,36.0,1,4400.00,0.00,atmosphera,card,ATM-20260311-01649,ATM_05,f
730,2026-03-11 18:55:13,322,43.0,1,11960.50,629.50,atmosphera,sbp,ATM-20260311-01643,ATM_03,f
731,2026-03-11 18:57:41,166,41.0,1,11475.00,1275.00,nord,cash,NOR-20260311-00697,NOR_04,f
732,2026-03-11 19:27:13,39,37.0,1,10100.00,0.00,city_mall,card,CIT-20260311-01178,CIT_04,f
733,2026-03-11 19:44:46,190,38.0,1,4480.00,1120.00,radeo_drive,card,RAD-20260311-02037,RAD_01,f
734,2026-03-11 19:47:30,336,45.0,1,14850.00,0.00,academ,sbp,ACA-20260311-00167,ACA_03,f
735,2026-03-11 19:52:00,282,42.0,1,5557.50,292.50,radeo_drive,cash,RAD-20260311-02036,RAD_01,f
736,2026-03-11 19:53:42,68,40.0,1,3915.00,435.00,nord,card,NOR-20260311-00704,NOR_07,f
737,2026-03-11 20:06:02,269,41.5,2,26100.00,0.00,city_mall,card,CIT-20260311-01179,CIT_04,f
738,2026-03-11 20:38:25,331,40.0,1,10350.00,0.00,nord,card,NOR-20260311-00699,NOR_07,f
739,2026-03-11 20:40:20,4,38.0,2,19100.00,0.00,nord,cash,NOR-20260311-00696,NOR_04,f
740,2026-03-11 21:54:43,447,39.0,1,8550.00,0.00,academ,cash,ACA-20260311-00173,ACA_03,f
741,2026-03-12 11:12:25,301,37.0,1,11511.00,1279.00,atmosphera,card,ATM-20260312-01658,ATM_01,f
742,2026-03-12 11:52:24,371,44.0,1,14290.00,0.00,radeo_drive,card,RAD-20260312-02047,RAD_05,f
743,2026-03-12 11:52:37,257,35.0,1,8550.00,450.00,radeo_drive,card,RAD-20260312-02048,RAD_03,f
744,2026-03-12 12:06:09,345,41.0,1,4450.00,0.00,radeo_drive,card,RAD-20260312-02052,RAD_03,f
745,2026-03-12 12:18:01,284,40.0,1,6490.00,0.00,academ,card,ACA-20260312-00185,ACA_04,f
746,2026-03-12 12:22:31,432,42.0,1,14450.00,0.00,city_mall,cash,CIT-20260312-01190,CIT_03,f
747,2026-03-12 12:34:09,355,39.0,1,9440.00,2360.00,city_mall,card,CIT-20260312-01196,CIT_03,f
748,2026-03-12 12:53:57,315,39.0,1,5700.00,0.00,academ,card,ACA-20260312-00187,ACA_04,f
749,2026-03-12 13:04:52,36,41.5,1,5800.00,0.00,city_mall,cash,CIT-20260312-01200,CIT_03,f
750,2026-03-12 13:08:21,269,43.0,2,22185.00,3915.00,nord,cash,NOR-20260312-00722,NOR_05,f
751,2026-03-12 13:10:31,187,39.0,1,12000.00,0.00,nord,card,NOR-20260312-00715,NOR_01,f
752,2026-03-12 13:15:24,77,39.0,1,8890.00,0.00,academ,card,ACA-20260312-00184,ACA_04,f
753,2026-03-12 13:31:34,411,38.0,1,4410.00,490.00,city_mall,card,CIT-20260312-01193,CIT_01,f
754,2026-03-12 13:42:00,110,37.0,1,8250.00,0.00,academ,cash,ACA-20260312-00181,ACA_04,f
755,2026-03-12 13:44:56,41,41.0,3,25950.00,0.00,nord,sbp,NOR-20260312-00719,NOR_05,f
756,2026-03-12 14:06:32,212,35.0,1,8450.00,0.00,atmosphera,card,ATM-20260312-01655,ATM_06,f
757,2026-03-12 14:06:43,331,43.0,1,10350.00,0.00,academ,card,ACA-20260312-00199,ACA_01,f
758,2026-03-12 14:21:50,150,38.0,1,5990.00,0.00,city_mall,card,CIT-20260312-01194,CIT_03,f
759,2026-03-12 14:26:15,279,40.0,1,9790.00,0.00,atmosphera,sbp,ATM-20260312-01650,ATM_01,f
760,2026-03-12 14:27:30,422,41.0,2,12402.00,1378.00,nord,card,NOR-20260312-00716,NOR_05,f
761,2026-03-12 14:28:55,341,41.0,1,5865.00,1035.00,radeo_drive,card,RAD-20260312-02050,RAD_05,f
762,2026-03-12 14:30:51,395,43.0,1,4900.00,0.00,academ,card,ACA-20260312-00194,ACA_04,f
763,2026-03-12 15:01:43,78,39.0,1,7550.00,0.00,nord,card,NOR-20260312-00718,NOR_01,f
764,2026-03-12 15:09:54,359,42.0,1,6000.00,2000.00,radeo_drive,sbp,RAD-20260312-02049,RAD_05,f
765,2026-03-12 15:16:29,475,41.0,1,12950.00,0.00,academ,card,ACA-20260312-00183,ACA_04,f
766,2026-03-12 15:18:29,223,40.0,1,7050.00,0.00,nord,card,NOR-20260312-00721,NOR_05,f
767,2026-03-12 15:29:09,210,38.0,1,12850.00,0.00,nord,card,NOR-20260312-00712,NOR_05,f
768,2026-03-12 15:29:24,189,41.0,2,22302.00,2478.00,atmosphera,card,ATM-20260312-01651,ATM_01,f
769,2026-03-12 15:37:18,128,38.0,2,10600.00,0.00,nord,card,NOR-20260312-00708,NOR_05,f
770,2026-03-12 15:41:02,283,41.0,1,10200.00,0.00,academ,card,ACA-20260312-00190,ACA_04,t
771,2026-03-12 15:50:06,332,41.0,1,12850.00,0.00,city_mall,card,CIT-20260312-01199,CIT_01,f
772,2026-03-12 15:57:29,9,38.0,1,8217.50,432.50,radeo_drive,card,RAD-20260312-02053,RAD_05,f
773,2026-03-12 16:04:09,391,36.0,1,3790.00,0.00,academ,card,ACA-20260312-00195,ACA_01,f
774,2026-03-12 16:05:23,191,40.5,1,4050.00,0.00,city_mall,card,CIT-20260312-01187,CIT_01,f
775,2026-03-12 16:14:40,122,37.0,1,10800.00,0.00,academ,card,ACA-20260312-00188,ACA_01,f
776,2026-03-12 16:14:47,190,37.0,2,11200.00,0.00,nord,cash,NOR-20260312-00707,NOR_05,f
777,2026-03-12 16:19:44,69,39.0,1,10400.00,0.00,city_mall,card,CIT-20260312-01189,CIT_01,f
778,2026-03-12 16:21:43,96,39.0,1,7300.00,0.00,city_mall,card,CIT-20260312-01186,CIT_01,f
779,2026-03-12 16:32:37,379,44.0,1,10390.00,0.00,nord,card,NOR-20260312-00720,NOR_05,f
780,2026-03-12 16:34:08,390,41.0,2,12100.00,0.00,city_mall,sbp,CIT-20260312-01203,CIT_01,f
781,2026-03-12 16:41:12,386,41.0,1,8150.00,0.00,city_mall,card,CIT-20260312-01188,CIT_03,f
782,2026-03-12 16:43:24,444,41.0,1,6800.00,0.00,nord,sbp,NOR-20260312-00710,NOR_05,f
783,2026-03-12 16:47:29,368,42.0,1,15290.00,0.00,atmosphera,card,ATM-20260312-01657,ATM_06,f
784,2026-03-12 16:48:35,334,44.0,1,15300.00,0.00,atmosphera,card,ATM-20260312-01654,ATM_01,f
785,2026-03-12 16:58:08,135,41.0,1,11000.00,0.00,atmosphera,card,ATM-20260312-01659,ATM_06,f
786,2026-03-12 17:00:28,174,36.0,1,4100.00,0.00,nord,card,NOR-20260312-00714,NOR_05,f
787,2026-03-12 17:04:51,266,37.0,1,6890.00,0.00,city_mall,cash,CIT-20260312-01201,CIT_03,f
788,2026-03-12 17:31:24,427,44.0,2,33600.00,0.00,city_mall,card,CIT-20260312-01192,CIT_03,f
789,2026-03-12 17:35:20,278,35.0,1,9800.00,0.00,academ,sbp,ACA-20260312-00200,ACA_01,f
790,2026-03-12 17:41:08,263,37.0,1,4520.00,1130.00,city_mall,card,CIT-20260312-01198,CIT_03,f
791,2026-03-12 17:46:23,323,44.0,1,6900.00,0.00,nord,card,NOR-20260312-00717,NOR_01,f
792,2026-03-12 17:47:26,341,43.0,1,6900.00,0.00,academ,card,ACA-20260312-00192,ACA_01,f
793,2026-03-12 17:54:51,296,37.0,2,15963.00,2817.00,academ,card,ACA-20260312-00196,ACA_04,f
794,2026-03-12 17:58:04,50,37.0,1,9700.00,0.00,atmosphera,card,ATM-20260312-01653,ATM_01,f
795,2026-03-12 18:02:15,442,39.0,1,5350.00,0.00,atmosphera,card,ATM-20260312-01652,ATM_01,f
796,2026-03-12 18:05:31,273,36.0,1,4892.50,257.50,nord,card,NOR-20260312-00713,NOR_05,f
797,2026-03-12 18:12:21,42,36.0,1,12350.00,0.00,nord,card,NOR-20260312-00711,NOR_05,f
798,2026-03-12 18:13:32,116,37.0,1,4671.00,519.00,atmosphera,card,ATM-20260312-01656,ATM_01,f
799,2026-03-12 18:16:34,372,42.0,1,11050.00,0.00,academ,sbp,ACA-20260312-00197,ACA_01,f
800,2026-03-12 18:23:46,126,39.0,1,6392.00,1598.00,academ,cash,ACA-20260312-00191,ACA_01,f
801,2026-03-12 18:29:58,464,40.0,1,17790.00,0.00,academ,cash,ACA-20260312-00201,ACA_04,f
802,2026-03-12 18:43:25,138,38.0,1,10710.00,1190.00,city_mall,card,CIT-20260312-01202,CIT_01,f
803,2026-03-12 18:55:40,202,37.0,1,7172.50,377.50,nord,cash,NOR-20260312-00709,NOR_01,f
804,2026-03-12 19:12:08,379,41.0,1,10390.00,0.00,city_mall,card,CIT-20260312-01191,CIT_03,f
805,2026-03-12 19:23:33,359,44.0,1,8000.00,0.00,academ,card,ACA-20260312-00193,ACA_04,f
806,2026-03-12 19:41:01,32,41.0,1,6990.00,0.00,city_mall,card,CIT-20260312-01197,CIT_01,f
807,2026-03-12 19:41:42,164,39.0,1,6600.00,0.00,city_mall,card,CIT-20260312-01195,CIT_01,f
808,2026-03-12 19:42:43,329,42.0,1,15990.00,0.00,academ,card,ACA-20260312-00189,ACA_01,f
809,2026-03-12 20:28:22,168,42.0,1,9500.00,0.00,academ,sbp,ACA-20260312-00182,ACA_04,f
810,2026-03-12 20:33:28,421,43.0,1,13050.00,1450.00,radeo_drive,card,RAD-20260312-02054,RAD_03,f
811,2026-03-12 20:43:16,164,36.0,1,6600.00,0.00,academ,sbp,ACA-20260312-00198,ACA_04,f
812,2026-03-12 20:43:49,65,40.0,2,13900.00,0.00,academ,cash,ACA-20260312-00186,ACA_01,f
813,2026-03-12 21:10:43,222,42.0,1,9590.00,0.00,radeo_drive,card,RAD-20260312-02051,RAD_03,f
